job title,job_type,company,location,Experience Needed:,Career Level:,Education Level:,Salary:,Job Categories:,skills and tools,Job
Outdoor Technical Sales Engineer,Full Time,ManEx Systems,"6th of October, Giza",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, Commission, Transportation and Bonus are included'","'Sales/Retail', 'Engineering - Mechanical/Electrical'","'Electrical', 'Sales Engineering', 'Mechatronics', 'Outdoor Sales', 'Sales', 'Technical Sales'",Data Engineer
Maintenance Engineer- Heliopolis,Full Time,Al Amin Technological Systems,"Heliopolis, Cairo",'0 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology'","'Maintenance', 'Information Technology (IT)', 'Mechatronics', 'Electronics', 'Communication Skills', 'Engineering', 'Electronics Engineering'",Data Engineer
Maintenance Engineer,Full Time,Al Amin Technological Systems,"6th of October, Giza",'0 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology'","'Maintenance', 'Information Technology (IT)', 'Electronics', 'Mechatronics Engineering', 'Communication Skills', 'Engineering', 'Electronics Engineering'",Data Engineer
Lighting Procurement Engineer - Cairo,Full Time,Confidential Company - ,"Maadi, Cairo",'3 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Mechanical/Electrical', 'Purchasing/Procurement'","'English', 'Electrical Engineering', 'Lighting', 'Procurement', 'Purchasing', 'Engineering'",Data Engineer
Business Development Engineer,Full Time,Stratoil Energy Services,"Cairo, Egypt",'0 to 4 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Business Development', 'Sales/Retail', 'Engineering - Oil & Gas/Energy'","'Information Technology (IT)', 'Geology', 'Energy', 'Petroleum', 'Sales', 'Finance', 'Engineering', 'Marketing'",Data Engineer
MV Design Engineer,Full Time,Sega_m,"10th of Ramadan City, Sharqia",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Mechanical/Electrical', 'Creative/Design/Art'","'Electrical power', 'Power Engineering', 'Electrical', 'electrical power engineering', 'English', 'Microsoft', 'Power', 'Engineering', 'Design'",Data Engineer
Mechanical Engineer,Full Time,Global Medical Solutions International ,"Cairo, Egypt",'8 to 12 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential','Engineering - Mechanical/Electrical',"'Mechanical Engineering', 'Mechanical', 'Engineering'",Data Engineer
Sales Support Engineer,Full Time,ICON Holding,"Helwan, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, 1000'","'Engineering - Other', 'Sales/Retail'","'sales skills', 'Sales', 'Industry', 'Engineering'",Data Engineer
Senior Cost Control Engineer,Full Time,Redcon Spain,"Heliopolis, Cairo",'5 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'cost control engineer', 'Computer Science', 'Information Technology (IT)', 'Cost Control', 'Cost', 'Quality Control'",Data Engineer
Technical Office Design Engineer,Full Time,Tanta Motors ,"Mahalla Kubra, Gharbia",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Mechanical/Electrical', 'Creative/Design/Art'","'Technical Office', 'solid works', 'Manufacturing', 'Engineering', 'Design'",Data Engineer
Senior Full Stack Engineer - Alexandria,Full Time,Caduceus Lane,"San Stefano, Alexandria",'4 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'JavaScript', 'Computer Science', 'Information Technology (IT)', 'MySQL', 'HTML', 'PHP', 'Web Development', 'Full Stack', 'jQuery', 'CSS', 'Angular', 'Software Development'",Data Engineer
Process Engineer (Suez),Full Time,Micro Engineering,"Suez, Egypt",'More than 2 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Other', 'Engineering - Oil & Gas/Energy', 'Engineering - Mechanical/Electrical'","'Chemical Engineering', 'Process Engineering', 'Safety', 'Engineering', 'Mechanical Engineering', 'CAD', 'Process', 'Process Engineer'",Data Engineer
Senior / Staff Layout Design Engineer,Full Time, Si-Vision,"Sheraton, Cairo",'5 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Linux', 'Information Technology (IT)', 'Layout Design', 'Electronics', 'Analog', 'Layout', 'Engineering', 'Design', 'Software Development'",Data Engineer
Sales Engineer,Full Time,Egyptian Engineering Company,"6th of October, Giza",'2 to 4 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Sales/Retail', 'Engineering - Mechanical/Electrical'","'Sales Target', 'Customer Service', 'Mechanical', 'Mechatronics', 'Sales', 'sales skills', 'Mechatronics Engineering', 'Skills', 'technical', 'Engineering', 'Communication'",Data Engineer
Senior Java Developer,Full Time,egabi solutions,"Cairo, Egypt",'2 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Design', 'Design Patters', 'Software Engineering', 'Java', 'SQL', 'Banks', 'Web Development', 'Spring Boot framework', 'REST', 'Oracle', 'Software Development', 'Information Technology (IT)', 'Testing', 'Data Structures', 'Software Deployment', 'OOP', 'Computer Science', 'Debugging', 'Development', 'Algorithms', 'SOAP'",Data Engineer
Senior Digital Data Analyst,Full Time,Jazeera Paints,"10th of Ramadan City, Cairo",'3 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, Transportation , Social Insurance ,Medical Insurance'","'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Microsoft Office', 'Computer Science', 'business', 'English', 'Information Technology (IT)', 'Google Analytics', 'Data', 'Analyst', 'Data Analysis', 'analytical', 'Analysis', 'Marketing'",Data Engineer
Senior MEP Engineer,Full Time,Talent 360,"Nasr City, Cairo",'2 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential','Engineering - Mechanical/Electrical',"'Revit', 'Drawing', 'shop drawing', 'Engineering', 'Design'",Data Engineer
Instrument Engineer (Suez),Full Time,Micro Engineering,"Suez, Egypt",'More than 2 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical'","'Electrical', 'Electrical Engineering', 'instrumentation', 'Mechatronics', 'Electronics', 'Communication skills', 'Engineering'",Data Engineer
Technical Admin Assistant - Engineering Team,Full Time,Target Recruitment  & HR Solutions ,"Cairo, Egypt",'More than 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Mechanical/Electrical', 'Administration'","'Database', 'computer', 'English', 'Database Systems', 'Administration', 'MS Office', 'office', 'assistant', 'Engineering'",Data Engineer
Quality Control Engineer,Full Time,EGYTRAFO,"Badr City, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Quality', 'Engineering - Mechanical/Electrical'","'Quality', 'English', 'TQM', 'Electrical Engineering', 'QC', 'Mechanical Engineering', 'Skills', 'Quality Control', 'QA', 'Quality Assurance', 'Mechanical'",Data Engineer
Planning Engineer,Full Time,Solera,"Heliopolis, Cairo",'3 to 6 years','Experienced (Non-Manager)','Not Specified','Confidential','Engineering - Mechanical/Electrical',"'Planning', 'MEP', 'Engineering'",Data Engineer
Associate System Engineer,Full Time,URANIUM,"Maadi, Cairo",'1 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, Annual Based On Performance'","'Engineering - Telecom/Technology', 'IT/Software Development'","'Troubleshooting', 'Engineering', 'Telecommunication', 'Management', 'SEP', 'Maintenance', 'Technical Support', 'English', 'MCSA', 'SQL', 'Networking', 'System Engineering', 'Microsoft WSUS', 'HP Servers', 'Information Technology (IT)', 'DHCP', 'System Administration', 'DNS', 'IT', 'Computer Science', 'VMware vSphere 5', 'Administration', 'Admin'",Data Engineer
HSE Engineer,Full Time,Dreem Mashreq Foods ,"Bourj Alarab, Alexandria",'3 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Quality', 'Engineering - Other', 'Manufacturing/Production'","'Quality', 'Manufacturing', 'Safety', 'OSHA', 'NEBOSH', 'HSE', 'ISO', 'Engineering'",Data Engineer
Technical Lead,Full Time,Block Gemini,"Mohandessin, Giza",'5 to 8 years','Manager ',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Software', 'computer', 'Computer Science', 'Information Technology (IT)', 'Data', 'Development', 'Engineering', 'Node.js', 'Design', 'Angular', 'Management', 'Software Development'",Data Engineer
Senior Python Engineer,Full Time,Brainology,"Cairo, Egypt",'More than 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Engineering', 'Python', 'Software Development'",Data Engineer
Project Control Engineer,Full Time,Construction & Design Co. SAE,"North Coast, Matruh",'3 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Gender:', 'Male'",'Confidential',"'Engineering - Construction/Civil/Architecture', 'Project/Program Management'",Data Engineer
Quality Engineer,Full Time,Midea Egypt,"Ain Sokhna, Suez",'2 to 4 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Gender:', 'Male'",'Confidential',"'Quality', 'Engineering - Other', 'Engineering - Mechanical/Electrical'",Data Engineer
Data Scientist,Full Time,Fixed Solutions,"Sheraton, Cairo",'More than 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Programming', 'Software Engineering', 'Java', 'SQL', 'Data Science', 'data scientist', 'Statistics', 'Data Mining', 'Machine Learning', 'Engineering', 'Python', 'Analysis'",Data scientist
Data Scientist,Full Time,Paymob Solutions,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)','Not Specified','Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'AWS', 'Java', 'SQL', 'Data Science', 'Statistics', 'Data', 'Engineering', 'Python', 'Machine Learning', 'data scientist', 'Hadoop'",Data scientist
Senior Data Scientist,Full Time,Nana,"Sheraton, Cairo",'3 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Cloud', 'R', 'Mathematics', 'Machine Learning', 'data scientist', 'Python', 'Software Development'",Data scientist
Data Scientist,Full Time,Mobica,"Giza, Giza",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Business Intelligence', 'SQL', 'Data Science', 'Data', 'SAP', 'Python', 'Microsoft Office'",Data scientist
Data Scientist,Full Time,Chefaa IT,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Business Intelligence', 'SQL', 'data scientist', 'Data Science', 'Data', 'Statistics', 'Hadoop', 'Engineering', 'Python', 'Math'",Data scientist
Data Scientist - For USA (Remotely),Full Time,Mobile Wave 3,"Cairo, Egypt",'10 to 17 years','Manager ',"""Master's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Data Science', 'Analytics', 'Data', 'Business Analytics', 'applied statistics', 'Machine Learning', 'Engineering', 'Clustering', 'Analysis', 'Matlab', 'security data'",Data scientist
Senior Data Scientist,Full Time,Confidential Company - ,"Maadi, Cairo",'3 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Analytics', 'Data', 'Software Engineering', 'Information Technology (IT)'",Data scientist
Staff Data Scientist,Full Time,Nana,"Sheraton, Cairo",'5 to 8 years','Experienced (Non-Manager)','Not Specified','Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Data', 'Development', 'Machine Learning', 'data scientist', 'Software Development'",Data scientist
Data Scientist/ML Engineer,Full Time,TMentors,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'10000 to 12000 EGP Per Month',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Cloud', 'Statistics', 'ETL', 'Data Wrangling', 'Engineering', 'Software Engineering', 'SQL', 'Deep Neural Network (DNN)', 'Machine Learning', 'Deep Learning Framework', 'Artificial Intelligence (AI)', 'Information Technology (IT)', 'Research', 'Hadoop', 'Deep Learning', 'Computer Science', 'mathematical', 'Data Science', 'Science', 'Mathematics', 'Python'",Data scientist
Power BI Developer,Full Time,BI-Technologies,"New Cairo, Cairo",'1 to 5 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, Medical Insurance, Social Insurance, Life Insurance, Retirement Plan Transportation and Profit Share'","'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'SSIS', 'BI', 'Information Technology (IT)', 'Telecom', 'SQL', 'Data Warehouse', 'Data Science', 'SSRS', 'Data Scientist', 'Power BI', 'Microsoft Power BI', 'Oracle', 'Engineering', 'BI Developer'",Data scientist
Senior Big Data Engineers,Full Time,BBI-Consultancy,"Abu Dhabi, United Arab Emirates",'7 to 10 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Banking'","'Data Science', 'Kafka', 'Spark', 'Big Data', 'Python'",Data scientist
Data Engineer,Full Time,Paymob Solutions,"Maadi, Cairo",'More than 2 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Cloud', 'Programming', 'AWS', 'Scala', 'Java', 'Data', 'Hadoop', 'Engineering', 'Computer Engineering', 'Design'",Data scientist
Power BI Developer,Part Time,Kick Start Interactive,"Dokki, Giza",'2 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'BI', 'Information Technology (IT)', 'SQL', 'Data Warehouse', 'SSRS', 'Power BI', 'Microsoft Power BI', 'Oracle', 'Engineering', 'Design', 'SSIS'",Data scientist
Senior AI Engineer,Full Time,Softec Technologies,"Maadi, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Software', 'Computer Science', 'English', 'Information Technology (IT)', 'AI', 'Development', 'Communication skills', 'AI.', 'Security', 'Software Development'",Data scientist
Senior Front-End Developer (Angular),Full Time,Lines Dev,"Mansoura, Dakahlia",'More than 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential','IT/Software Development',"'Angular', 'Information Technology (IT)', 'front-end', 'Software Development'",Data scientist
Senior Back End Developer,Full Time,BlinkApp,"Nasr City, Cairo",'4 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, + Competitive Package + Social Insurance + Friendly Working Environment'","'Engineering - Telecom/Technology', 'IT/Software Development', 'Creative/Design/Art'","'JavaScript', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Agile', '.Net', 'ASP.Net', 'Engineering', 'APIs', 'Angular', 'Software Development'",Data scientist
Mean Stack Developer,Full Time,Advansys ESC,"Nasr City, Cairo",'2 to 4 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'JavaScript', 'Computer Science', 'MongoDB', 'Git', 'Information Technology (IT)', 'HTML', 'SQL', 'Web Development', 'Agile', 'jQuery', 'Angular', 'Software Development'",Data scientist
Full Stack Web Developer,Full Time,Confidential Company - ,"6th of October, Giza",'2 to 4 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'JavaScript', 'Computer Science', 'Information Technology (IT)', 'HTML', 'Dynamics', 'Engineering', 'Microsoft', 'CSS', 'Software Development'",Data scientist
Senior Machine Learning Engineer,Full Time,Confidential Company - ,"Maadi, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Data', 'Machine Learning', 'Deep Learning'",Data scientist
.Net Full Stack Developer,Full Time,Nile University,"6th of October, Giza",'2 to 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Git', 'Information Technology (IT)', 'SQL', 'MVC', 'Web Development', 'HTML5', 'javaScript', '.NET', 'jQuery', 'Engineering', 'C#', 'Angular', 'Software Development'",Data scientist
Senior Full Stack Developer (NodeJS/React),Full Time,Standout Solutions,"New Cairo, Cairo",'More than 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'MongoDB', 'JavaScript', 'Ruby', 'Angular JS', 'Engineering', 'Compuer Science', 'HTML', 'Java', 'Software Engineering', 'PHP', 'Firebase', 'Full Stack Developement', 'Oracle', 'React', 'CSS', 'Software Development', 'Information Technology (IT)', '.Net', 'Node.js', 'Information Technology', 'Angular', 'IT', 'Computer Science', 'MySQL', 'Python', 'Computer Engineering'",Data scientist
Full Stack Java Developer (Remotely for USA),Full Time,Mobile Wave 3,"Nasr City, Cairo",'4 to 7 years','Experienced (Non-Manager)','MBA','Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'JavaScript', 'Computer Science', 'MySQL', 'Java', 'Angular', 'Data Science', 'Full Stack', 'jQuery', 'React', 'Node.js', 'Python', 'CSS'",Data scientist
Full Stack Developer,Full Time,Squadio,"Cairo, Egypt",'4 to 9 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'1400 to 2000 USD Per Month',"'Engineering - Telecom/Technology', 'IT/Software Development'","'JavaScript', 'Information Technology (IT)', 'MySQL', 'HTML', 'Java', 'Full Stack', 'jQuery', 'React', 'CSS', 'Angular', 'Software Development'",Data scientist
Machine Learning Operations Engineer,Full Time,Tahaluf Al Emarat Technical Solutions,"Cairo, Egypt",'More than 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'C++', 'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Computer Vision', 'Machine Learning', 'Engineering', 'Python', 'Design', 'TensorFlow'",Data scientist
Computer Vision Engineer,Full Time,Atomica,"Cairo, Egypt",'1 to 10 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'computer', 'Git', 'Cloud', 'Engineering', 'C++', 'Linear Algebra', 'Software Engineering', 'GPU computing', 'Frameworks', 'Deep Learning Framework', 'TensorFlow', 'Software Development', 'CUDA', 'Research', 'Information Technology (IT)', 'Computational Geometry', 'Deep Learning', 'Computer Science', 'Computer Vision', 'Image Processing', 'Science', 'PyTorch', 'Mathematics', 'Python', 'Computer Engineering'",Data scientist
